,Name,State,Conference,PrivatePublic,Year,Rank
672,Tufts University,MA,NESCAC,Private,2020,29
673,University of Washington,WA,Big 10,Public,2020,62
674,Boston University,MA,Patriot,Private,2020,40
675,Ohio State University-Columbus,OH,Big 10,Public,2020,54
676,Purdue University,IN,Big 10,Public,2020,57
677,University of Maryland,MD,Big 10,Public,2020,64
678,Lehigh University,PA,Patriot,Private,2020,50
679,Texas A&M University-College Station,TX,SEC,Public,2020,70
680,University of Georgia,GA,SEC,Public,2020,50
681,University of Rochester,NY,UAA,Private,2020,29
682,Virginia Polytechnic Institute and State University,VA,ACC,Public,2020,74
683,Wake Forest University,NC,ACC,Private,2020,27
684,Case Western Reserve University,OH,UAA,Private,2020,40
685,College of William and Mary,VA,CAA,Public,2020,40
686,Florida State University,FL,ACC,Public,2020,57
687,Northeastern University,MA,CAA,Private,2020,40
688,University of Minnesota,MN,Big 10,Public,2020,70
689,Stony Brook University,NY,CAA,Public,2020,91
691,Brandeis University,MA,UAA,Private,2020,40
692,Michigan State University,MI,Big 10,Public,2020,84
693,North Carolina State University,NC,ACC,Public,2020,84
694,Pennsylvania State University-University Park,PA,Big 10,Public,2020,57
695,Rensselaer Polytechnic Institute,NY,Liberty,Private,2020,50
698,George Washington University,DC,A-10,Private,2020,70
699,Syracuse University,NY,ACC,Private,2020,54
700,University of Massachusetts-Amherst,MA,A-10,Public,2020,64
701,University of Miami,FL,ACC,Private,2020,57
702,University of Pittsburgh,PA,ACC,Public,2020,57
703,Villanova University,PA,Big East,Private,2020,46
704,Binghamton University,NY,AmEast,Public,2020,79
705,Indiana University-Bloomington,IN,Big 10,Public,2020,79
706,Tulane University,LA,AAC,Private,2020,40
707,Colorado School of Mines,CO,RMC,Public,2020,84
708,Pepperdine University,CA,WCC,Private,2020,50
709,Stevens Institute of Technology,NJ,MAC,Private,2020,74
710,University of Buffalo,NY,MAC,Public,2020,79
711,University of California-Riverside,CA,BWC,Public,2020,91
712,University of Delaware,DE,C-USA,Public,2020,91
714,University of California-Santa Cruz,CA,C2C,Public,2020,84
716,Worcester Polytechnic Institute,MA,NEWMAC,Private,2020,64
717,Clemson University,SC,ACC,Public,2020,70
718,Marquette University,WI,Big East,Private,2020,84
720,Fordham University,NY,A-10,Private,2020,74
721,Southern Methodist University,TX,ACC,Private,2020,64
724,Auburn University,AL,SEC,Public,2020,107
725,Baylor University,TX,Big 12,Private,2020,79
728,University of Iowa,IA,Big 10,Public,2020,84
729,Drexel University,PA,CAA,Private,2020,97
730,Illinois Institute of Technology,IL,NACC,Private,2020,117
733,Texas Christian University,TX,Big 12,Private,2020,97
734,University of Oregon,OR,Big 10,Public,2020,104
735,University of San Diego,CA,WCC,Private,2020,91
736,American University,DC,Patriot,Private,2020,77
737,Arizona State University-Tempe,AZ,Big 12,Public,2020,117
741,Saint Louis University,MZ,A-10,Private,2020,97
743,University of Colorado-Boulder,CO,Big 12,Public,2020,104
744,University of Tennessee,TN,SEC,Public,2020,104
745,Yeshiva University,NY,,Private,2020,97
746,Brigham Young University,UT,Big 12,Private,2020,77
747,Howard University,DC,MEAC,Private,2020,104
748,Iowa State University,IA,Big 12,Public,2020,121
750,University of Arizona,AZ,Big 12,Public,2020,117
751,University of New Hampshire,NH,AmEast,Public,2020,125
760,University of Denver,CO,The Summit,Private,2020,97
761,University of Missouri,MZ,SEC,Public,2020,139
762,University of Oklahoma,OK,SEC,Public,2020,132
763,University of South Carolina,SC,SEC,Public,2020,104
767,Miami University,OH,MAC,Public,2020,91
769,University of Dayton,OH,A-10,Private,2020,132
772,University of Vermont,VT,AmEast,Public,2020,121
773,Clark University,MA,,Private,2020,91
774,Clarkson University,NY,Liberty,Private,2020,117
775,Loyola University Chicago,IL,A-10,Private,2020,104
778,University of Alabama,AL,SEC,Public,2020,153
780,University of the Pacific,CA,WCC,Private,2020,125
782,Colorado State University,CO,MW,Public,2020,166
785,Michigan Technological University,MI,,Public,2020,147
788,University of Kansas,KS,Big 12,Public,2020,130
790,Princeton University,NJ,Ivy League,Private,2019,1
791,Massachusetts Institute of Technology,MA,NEWMAC,Private,2019,3
792,Harvard University,MA,Ivy League,Private,2019,2
793,Stanford University,CA,ACC,Private,2019,7
794,Yale University,CT,Ivy League,Private,2019,3
795,University of Pennsylvania,PA,Ivy League,Private,2019,8
796,California Institute of Technology,CA,SCIAC,Private,2019,12
797,Duke University,NC,ACC,Private,2019,8
798,Brown University,RI,Ivy League,Private,2019,14
799,Johns Hopkins University,MD,Centennial,Private,2019,10
800,Northwestern University,IL,Big 10,Private,2019,10
801,Columbia University,NY,Ivy League,Private,2019,3
802,Cornell University,NY,Ivy League,Private,2019,16
803,University of Chicago,IL,UAA,Private,2019,3
804,University of California-Berkeley,CA,ACC,Public,2019,22
805,University of California-Los Angeles,CA,Big 10,Public,2019,19
806,Rice University,TX,AAC,Private,2019,16
807,Dartmouth College,NH,Ivy League,Private,2019,12
808,Vanderbilt University,TN,SEC,Private,2019,14
809,University of Notre Dame,IN,ACC,Private,2019,18
810,University of Michigan-Ann Arbor,MI,Big 10,Public,2019,27
811,Georgetown University,DC,Big East,Private,2019,22
812,University of North Carolina-Chapel Hill,NC,ACC,Public,2019,30
813,Carnegie Mellon University,PA,UAA,Private,2019,25
814,Emory University,GA,UAA,Private,2019,22
815,University of Virginia,VA,ACC,Public,2019,25
816,Washington University in St. Louis,MO,UAA,Private,2019,19
817,University of California-Davis,CA,BWC,Public,2019,38
818,University of California-San Diego,CA,BWC,Public,2019,41
819,University of Florida,FL,SEC,Public,2019,35
820,University of Southern California,CA,Big 10,Private,2019,22
821,University of Texas-Austin,TX,SEC,Public,2019,49
822,Georgia Institute of Technology,GA,ACC,Public,2019,35
823,University of California-Irvine,CA,BWC,Public,2019,33
824,New York University,NY,UAA,Private,2019,30
825,University of California-Santa Barbara,CA,BWC,Public,2019,30
826,University of Illinois-Urbana-Champaign,IL,Big 10,Public,2019,46
827,University of Wisconsin-Madison,WI,Big 10,Public,2019,49
828,Boston College,MA,ACC,Private,2019,38
829,Rutgers University-New Brunswick,NJ,Big 10,Public,2019,56
830,Tufts University,MA,NESCAC,Private,2019,27
831,University of Washington,WA,Big 10,Public,2019,59
832,Boston University,MA,Patriot,Private,2019,42
833,Ohio State University-Columbus,OH,Big 10,Public,2019,56
834,Purdue University,IN,Big 10,Public,2019,56
835,University of Maryland,MD,Big 10,Public,2019,63
836,Lehigh University,PA,Patriot,Private,2019,53
837,Texas A&M University-College Station,TX,SEC,Public,2019,66
838,University of Georgia,GA,SEC,Public,2019,46
839,University of Rochester,NY,UAA,Private,2019,33
840,Virginia Polytechnic Institute and State University,VA,ACC,Public,2019,76
841,Wake Forest University,NC,ACC,Private,2019,27
842,Case Western Reserve University,OH,UAA,Private,2019,42
843,College of William and Mary,VA,CAA,Public,2019,38
844,Florida State University,FL,ACC,Public,2019,70
845,Northeastern University,MA,CAA,Private,2019,44
846,University of Minnesota,MN,Big 10,Public,2019,76
847,Stony Brook University,NY,CAA,Public,2019,80
849,Brandeis University,MA,UAA,Private,2019,35
850,Michigan State University,MI,Big 10,Public,2019,85
851,North Carolina State University,NC,ACC,Public,2019,80
852,Pennsylvania State University-University Park,PA,Big 10,Public,2019,59
853,Rensselaer Polytechnic Institute,NY,Liberty,Private,2019,49
856,George Washington University,DC,A-10,Private,2019,63
857,Syracuse University,NY,ACC,Private,2019,53
858,University of Massachusetts-Amherst,MA,A-10,Public,2019,70
859,University of Miami,FL,ACC,Private,2019,53
860,University of Pittsburgh,PA,ACC,Public,2019,70
861,Villanova University,PA,Big East,Private,2019,49
862,Binghamton University,NY,AmEast,Public,2019,80
863,Indiana University-Bloomington,IN,Big 10,Public,2019,89
864,Tulane University,LA,AAC,Private,2019,44
865,Colorado School of Mines,CO,RMC,Public,2019,80
866,Pepperdine University,CA,WCC,Private,2019,46
867,Stevens Institute of Technology,NJ,MAC,Private,2019,70
868,University of Buffalo,NY,MAC,Public,2019,89
869,University of California-Riverside,CA,BWC,Public,2019,85
870,University of Delaware,DE,C-USA,Public,2019,89
872,University of California-Santa Cruz,CA,C2C,Public,2019,70
874,Worcester Polytechnic Institute,MA,NEWMAC,Private,2019,59
875,Clemson University,SC,ACC,Public,2019,66
876,Marquette University,WI,Big East,Private,2019,89
878,Fordham University,NY,A-10,Private,2019,70
879,Southern Methodist University,TX,ACC,Private,2019,63
882,Auburn University,AL,SEC,Public,2019,115
883,Baylor University,TX,Big 12,Private,2019,78
886,University of Iowa,IA,Big 10,Public,2019,89
887,Drexel University,PA,CAA,Private,2019,102
888,Illinois Institute of Technology,IL,NACC,Private,2019,96
891,Texas Christian University,TX,Big 12,Private,2019,80
892,University of Oregon,OR,Big 10,Public,2019,102
893,University of San Diego,CA,WCC,Private,2019,85
894,American University,DC,Patriot,Private,2019,78
895,Arizona State University-Tempe,AZ,Big 12,Public,2019,115
899,Saint Louis University,MZ,A-10,Private,2019,106
901,University of Colorado-Boulder,CO,Big 12,Public,2019,96
902,University of Tennessee,TN,SEC,Public,2019,115
903,Yeshiva University,NY,,Private,2019,80
904,Brigham Young University,UT,Big 12,Private,2019,63
905,Howard University,DC,MEAC,Private,2019,89
906,Iowa State University,IA,Big 12,Public,2019,119
908,University of Arizona,AZ,Big 12,Public,2019,106
909,University of New Hampshire,NH,AmEast,Public,2019,106
918,University of Denver,CO,The Summit,Private,2019,96
919,University of Missouri,MZ,SEC,Public,2019,129
920,University of Oklahoma,OK,SEC,Public,2019,124
921,University of South Carolina,SC,SEC,Public,2019,106
925,Miami University,OH,MAC,Public,2019,89
927,University of Dayton,OH,A-10,Private,2019,127
930,University of Vermont,VT,AmEast,Public,2019,96
931,Clark University,MA,,Private,2019,66
932,Clarkson University,NY,Liberty,Private,2019,102
933,Loyola University Chicago,IL,A-10,Private,2019,89
936,University of Alabama,AL,SEC,Public,2019,129
938,University of the Pacific,CA,WCC,Private,2019,106
940,Colorado State University,CO,MW,Public,2019,140
943,Michigan Technological University,MI,,Public,2019,136
946,University of Kansas,KS,Big 12,Public,2019,129
948,Princeton University,NJ,Ivy League,Private,2018,1
949,Massachusetts Institute of Technology,MA,NEWMAC,Private,2018,5
950,Harvard University,MA,Ivy League,Private,2018,2
951,Stanford University,CA,ACC,Private,2018,5
952,Yale University,CT,Ivy League,Private,2018,3
953,University of Pennsylvania,PA,Ivy League,Private,2018,8
954,California Institute of Technology,CA,SCIAC,Private,2018,10
955,Duke University,NC,ACC,Private,2018,9
956,Brown University,RI,Ivy League,Private,2018,14
957,Johns Hopkins University,MD,Centennial,Private,2018,11
958,Northwestern University,IL,Big 10,Private,2018,11
959,Columbia University,NY,Ivy League,Private,2018,5
960,Cornell University,NY,Ivy League,Private,2018,14
961,University of Chicago,IL,UAA,Private,2018,3
962,University of California-Berkeley,CA,ACC,Public,2018,21
963,University of California-Los Angeles,CA,Big 10,Public,2018,21
964,Rice University,TX,AAC,Private,2018,14
965,Dartmouth College,NH,Ivy League,Private,2018,11
966,Vanderbilt University,TN,SEC,Private,2018,14
967,University of Notre Dame,IN,ACC,Private,2018,18
968,University of Michigan-Ann Arbor,MI,Big 10,Public,2018,28
969,Georgetown University,DC,Big East,Private,2018,20
970,University of North Carolina-Chapel Hill,NC,ACC,Public,2018,30
971,Carnegie Mellon University,PA,UAA,Private,2018,25
972,Emory University,GA,UAA,Private,2018,21
973,University of Virginia,VA,ACC,Public,2018,25
974,Washington University in St. Louis,MO,UAA,Private,2018,18
975,University of California-Davis,CA,BWC,Public,2018,46
976,University of California-San Diego,CA,BWC,Public,2018,42
977,University of Florida,FL,SEC,Public,2018,42
978,University of Southern California,CA,Big 10,Private,2018,21
979,University of Texas-Austin,TX,SEC,Public,2018,56
980,Georgia Institute of Technology,GA,ACC,Public,2018,34
981,University of California-Irvine,CA,BWC,Public,2018,42
982,New York University,NY,UAA,Private,2018,30
983,University of California-Santa Barbara,CA,BWC,Public,2018,37
984,University of Illinois-Urbana-Champaign,IL,Big 10,Public,2018,52
985,University of Wisconsin-Madison,WI,Big 10,Public,2018,46
986,Boston College,MA,ACC,Private,2018,32
987,Rutgers University-New Brunswick,NJ,Big 10,Public,2018,69
988,Tufts University,MA,NESCAC,Private,2018,29
989,University of Washington,WA,Big 10,Public,2018,56
990,Boston University,MA,Patriot,Private,2018,37
991,Ohio State University-Columbus,OH,Big 10,Public,2018,54
992,Purdue University,IN,Big 10,Public,2018,56
993,University of Maryland,MD,Big 10,Public,2018,61
994,Lehigh University,PA,Patriot,Private,2018,46
995,Texas A&M University-College Station,TX,SEC,Public,2018,69
996,University of Georgia,GA,SEC,Public,2018,54
997,University of Rochester,NY,UAA,Private,2018,34
998,Virginia Polytechnic Institute and State University,VA,ACC,Public,2018,69
999,Wake Forest University,NC,ACC,Private,2018,27
1000,Case Western Reserve University,OH,UAA,Private,2018,37
1001,College of William and Mary,VA,CAA,Public,2018,32
1002,Florida State University,FL,ACC,Public,2018,81
1003,Northeastern University,MA,CAA,Private,2018,40
1004,University of Minnesota,MN,Big 10,Public,2018,69
1005,Stony Brook University,NY,CAA,Public,2018,97
1007,Brandeis University,MA,UAA,Private,2018,34
1008,Michigan State University,MI,Big 10,Public,2018,81
1009,North Carolina State University,NC,ACC,Public,2018,81
1010,Pennsylvania State University-University Park,PA,Big 10,Public,2018,52
1011,Rensselaer Polytechnic Institute,NY,Liberty,Private,2018,42
1014,George Washington University,DC,A-10,Private,2018,56
1015,Syracuse University,NY,ACC,Private,2018,61
1016,University of Massachusetts-Amherst,MA,A-10,Public,2018,75
1017,University of Miami,FL,ACC,Private,2018,46
1018,University of Pittsburgh,PA,ACC,Public,2018,68
1019,Villanova University,PA,Big East,Private,2018,49
1020,Binghamton University,NY,AmEast,Public,2018,87
1021,Indiana University-Bloomington,IN,Big 10,Public,2018,90
1022,Tulane University,LA,AAC,Private,2018,40
1023,Colorado School of Mines,CO,RMC,Public,2018,75
1024,Pepperdine University,CA,WCC,Private,2018,46
1025,Stevens Institute of Technology,NJ,MAC,Private,2018,69
1026,University of Buffalo,NY,MAC,Public,2018,97
1027,University of California-Riverside,CA,BWC,Public,2018,124
1028,University of Delaware,DE,C-USA,Public,2018,81
1030,University of California-Santa Cruz,CA,C2C,Public,2018,81
1032,Worcester Polytechnic Institute,MA,NEWMAC,Private,2018,61
1033,Clemson University,SC,ACC,Public,2018,67
1034,Marquette University,WI,Big East,Private,2018,90
1036,Fordham University,NY,A-10,Private,2018,61
1037,Southern Methodist University,TX,ACC,Private,2018,61
1040,Auburn University,AL,SEC,Public,2018,103
1041,Baylor University,TX,Big 12,Private,2018,75
1044,University of Iowa,IA,Big 10,Public,2018,78
1045,Drexel University,PA,CAA,Private,2018,94
1046,Illinois Institute of Technology,IL,NACC,Private,2018,103
1049,Texas Christian University,TX,Big 12,Private,2018,78
1050,University of Oregon,OR,Big 10,Public,2018,103
1051,University of San Diego,CA,WCC,Private,2018,90
1052,American University,DC,Patriot,Private,2018,69
1053,Arizona State University-Tempe,AZ,Big 12,Public,2018,115
1057,Saint Louis University,MZ,A-10,Private,2018,94
1059,University of Colorado-Boulder,CO,Big 12,Public,2018,90
1060,University of Tennessee,TN,SEC,Public,2018,103
1061,Yeshiva University,NY,,Private,2018,94
1062,Brigham Young University,UT,Big 12,Private,2018,61
1063,Howard University,DC,MEAC,Private,2018,110
1064,Iowa State University,IA,Big 12,Public,2018,115
1066,University of Arizona,AZ,Big 12,Public,2018,124
1067,University of New Hampshire,NH,AmEast,Public,2018,103
1076,University of Denver,CO,The Summit,Private,2018,87
1077,University of Missouri,MZ,SEC,Public,2018,120
1078,University of Oklahoma,OK,SEC,Public,2018,97
1079,University of South Carolina,SC,SEC,Public,2018,103
1083,Miami University,OH,MAC,Public,2018,78
1085,University of Dayton,OH,A-10,Private,2018,124
1088,University of Vermont,VT,AmEast,Public,2018,97
1089,Clark University,MA,,Private,2018,81
1090,Clarkson University,NY,Liberty,Private,2018,124
1091,Loyola University Chicago,IL,A-10,Private,2018,103
1094,University of Alabama,AL,SEC,Public,2018,110
1096,University of the Pacific,CA,WCC,Private,2018,110
1098,Colorado State University,CO,MW,Public,2018,124
1101,Michigan Technological University,MI,,Public,2018,124
1104,University of Kansas,KS,Big 12,Public,2018,115
1106,Princeton University,NJ,Ivy League,Private,2017,1
1107,Massachusetts Institute of Technology,MA,NEWMAC,Private,2017,7
1108,Harvard University,MA,Ivy League,Private,2017,2
1109,Stanford University,CA,ACC,Private,2017,5
1110,Yale University,CT,Ivy League,Private,2017,3
1111,University of Pennsylvania,PA,Ivy League,Private,2017,8
1112,California Institute of Technology,CA,SCIAC,Private,2017,12
1113,Duke University,NC,ACC,Private,2017,8
1114,Brown University,RI,Ivy League,Private,2017,14
1115,Johns Hopkins University,MD,Centennial,Private,2017,10
1116,Northwestern University,IL,Big 10,Private,2017,12
1117,Columbia University,NY,Ivy League,Private,2017,5
1118,Cornell University,NY,Ivy League,Private,2017,15
1119,University of Chicago,IL,UAA,Private,2017,3
1120,University of California-Berkeley,CA,ACC,Public,2017,20
1121,University of California-Los Angeles,CA,Big 10,Public,2017,24
1122,Rice University,TX,AAC,Private,2017,15
1123,Dartmouth College,NH,Ivy League,Private,2017,11
1124,Vanderbilt University,TN,SEC,Private,2017,15
1125,University of Notre Dame,IN,ACC,Private,2017,15
1126,University of Michigan-Ann Arbor,MI,Big 10,Public,2017,27
1127,Georgetown University,DC,Big East,Private,2017,20
1128,University of North Carolina-Chapel Hill,NC,ACC,Public,2017,30
1129,Carnegie Mellon University,PA,UAA,Private,2017,24
1130,Emory University,GA,UAA,Private,2017,20
1131,University of Virginia,VA,ACC,Public,2017,24
1132,Washington University in St. Louis,MO,UAA,Private,2017,19
1133,University of California-Davis,CA,BWC,Public,2017,44
1134,University of California-San Diego,CA,BWC,Public,2017,44
1135,University of Florida,FL,SEC,Public,2017,50
1136,University of Southern California,CA,Big 10,Private,2017,23
1137,University of Texas-Austin,TX,SEC,Public,2017,56
1138,Georgia Institute of Technology,GA,ACC,Public,2017,34
1139,University of California-Irvine,CA,BWC,Public,2017,39
1140,New York University,NY,UAA,Private,2017,36
1141,University of California-Santa Barbara,CA,BWC,Public,2017,37
1142,University of Illinois-Urbana-Champaign,IL,Big 10,Public,2017,44
1143,University of Wisconsin-Madison,WI,Big 10,Public,2017,44
1144,Boston College,MA,ACC,Private,2017,31
1145,Rutgers University-New Brunswick,NJ,Big 10,Public,2017,70
1146,Tufts University,MA,NESCAC,Private,2017,27
1147,University of Washington,WA,Big 10,Public,2017,54
1148,Boston University,MA,Patriot,Private,2017,39
1149,Ohio State University-Columbus,OH,Big 10,Public,2017,54
1150,Purdue University,IN,Big 10,Public,2017,60
1151,University of Maryland,MD,Big 10,Public,2017,60
1152,Lehigh University,PA,Patriot,Private,2017,44
1153,Texas A&M University-College Station,TX,SEC,Public,2017,74
1154,University of Georgia,GA,SEC,Public,2017,56
1155,University of Rochester,NY,UAA,Private,2017,32
1156,Virginia Polytechnic Institute and State University,VA,ACC,Public,2017,74
1157,Wake Forest University,NC,ACC,Private,2017,27
1158,Case Western Reserve University,OH,UAA,Private,2017,37
1159,College of William and Mary,VA,CAA,Public,2017,32
1160,Florida State University,FL,ACC,Public,2017,92
1161,Northeastern University,MA,CAA,Private,2017,39
1162,University of Minnesota,MN,Big 10,Public,2017,71
1163,Stony Brook University,NY,CAA,Public,2017,96
1165,Brandeis University,MA,UAA,Private,2017,34
1166,Michigan State University,MI,Big 10,Public,2017,82
1167,North Carolina State University,NC,ACC,Public,2017,92
1168,Pennsylvania State University-University Park,PA,Big 10,Public,2017,50
1169,Rensselaer Polytechnic Institute,NY,Liberty,Private,2017,39
1172,George Washington University,DC,A-10,Private,2017,56
1173,Syracuse University,NY,ACC,Private,2017,60
1174,University of Massachusetts-Amherst,MA,A-10,Public,2017,74
1175,University of Miami,FL,ACC,Private,2017,44
1176,University of Pittsburgh,PA,ACC,Public,2017,68
